date	n	r L1_alb	prob	cpue_r L1_alb	prob	n	r L2_alb	prob	cpue_r L2_alb	prob	n	r L3_alb	prob	cpue_r L3_alb	prob	n	r L4_alb	prob	cpue_r L4_alb	prob	n	r L5_alb	prob	cpue_r L5_alb	prob	n	r L6_alb	prob	cpue_r L6_alb	prob	n	r L7_alb	prob	cpue_r L7_alb	prob	n	r T8_alb	prob	cpue_r T8_alb	prob	n	r G9_alb	prob	cpue_r G9_alb	prob	n	r L10_alb	prob	cpue_r L10_alb	prob	n	r L11_alb	prob	cpue_r L11_alb	prob	n	r L12_alb	prob	cpue_r L12_alb	prob	n	r L13_alb	prob	cpue_r L13_alb	prob	n	r L14_alb	prob	cpue_r L14_alb	prob	n	r L15_alb	prob	cpue_r L15_alb	prob	n	r L16_alb	prob	cpue_r L16_alb	prob	
4-2002	10	0.925834	0.00012095	-0.227525	0.527265	24	0.939817	9.77094e-12	0.618132	0.00128588	42	0.547126	0.000177238	0.584079	4.8903e-05	96	1	0	1	0	6	0.994526	4.48633e-05	0.338262	0.511959	510	1	0	1	0	9	0.886033	0.00146941	0.249956	0.516566	93	1	0	1	0	0	0	1	0	1	15	0.678867	0.00538856	0.323375	0.239715	5	0.985297	0.00213552	-0.266769	0.664412	9	0.593148	0.0922703	-0.273489	0.476422	12	0.841829	0.000594049	-0.188668	0.557043	60	1	1.24547e-260	1	1.79919e-245	8	0.996756	8.51223e-08	-0.0458209	0.914206	5	0.579023	0.306331	-0.589586	0.295416	
5-2002	9	0.996507	8.26491e-09	-0.274554	0.474636	30	0.755072	1.42174e-06	0.377503	0.039724	53	0.459973	0.000529802	0.490465	0.000192812	105	1	0	1	0	6	0.854452	0.0302348	0.674503	0.141679	643	1	0	1	0	10	0.833947	0.0027083	0.545562	0.102851	67	1	0	1	0	0	0	1	0	1	13	0.234905	0.439801	0.27407	0.364867	4	0.987256	0.0127444	0.657992	0.342008	9	0.835538	0.00503741	0.156378	0.68785	10	0.971278	2.87591e-06	-0.279736	0.433756	60	1	7.62209e-249	1	4.71486e-227	11	0.994818	3.01649e-10	-0.186696	0.582551	5	0.989278	0.00133053	0.851821	0.0669295	
6-2002	11	0.967317	1.15195e-06	-0.174471	0.607895	34	0.670592	1.42789e-05	0.567766	0.00046137	45	0.3969	0.00694575	0.511112	0.000333413	95	1	0	1	0	6	0.819899	0.0457339	0.217256	0.679243	462	1	0	1	0	7	0.431941	0.333161	0.819881	0.023939	0	0	1	0	1	0	0	1	0	1	16	0.329209	0.2131	-0.271065	0.309875	3	0.99828	0.0373482	0.372483	0.757013	11	-0.00703188	0.983629	-0.301944	0.366837	11	0.995017	2.53057e-10	0.588293	0.0569417	51	1	3.48074e-195	1	1.90161e-170	10	0.949285	2.72173e-05	-0.373664	0.287495	8	0.996943	7.12566e-08	0.0930966	0.82645	
7-2002	17	0.912014	3.4347e-07	-0.149125	0.567841	37	0.757535	5.70467e-08	0.566357	0.00025821	45	0.869325	9.54557e-15	0.292906	0.0508617	95	1	0	1	0	6	0.960604	0.0022975	-0.0470465	0.929482	474	1	0	1	0	6	0.907402	0.0124645	-0.0430819	0.935417	0	0	1	0	1	0	0	1	0	1	19	0.59239	0.00752801	-0.325366	0.174057	4	0.985388	0.014612	-0.202737	0.797263	13	0.0274086	0.929177	0.349141	0.242298	13	0.923767	6.52917e-06	0.217205	0.475959	63	1	3.72602e-288	1	1.81662e-239	12	0.953662	1.55626e-06	0.207504	0.517549	15	0.865238	3.10566e-05	-0.0682917	0.808913	
8-2002	11	0.977911	2.00627e-07	-0.0612368	0.85805	33	0.685486	1.073e-05	0.58704	0.000329207	34	0.868739	2.7413e-11	0.566838	0.000473638	81	1	0	1	0	7	0.914189	0.0039541	-0.284527	0.536283	412	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	21	0.847855	1.21773e-06	-0.2072	0.36748	3	0.948626	0.204947	-0.231133	0.851513	11	0.396423	0.22742	0.130203	0.702779	13	0.973691	2.0692e-08	-0.0255408	0.933993	68	1	1.49124e-287	1	1.1612e-249	14	0.976672	2.21285e-09	0.241135	0.406265	13	0.639229	0.0186598	0.429776	0.142725	
9-2002	6	0.995553	2.96213e-05	0.226869	0.665535	32	0.489485	0.00446462	0.687634	1.3724e-05	39	0.457166	0.00343473	0.0501843	0.761589	93	1	0	1	0	6	0.735895	0.0954164	-0.699584	0.121818	455	1	0	1	0	6	0.918816	0.0096188	0.189437	0.719244	0	0	1	0	1	0	0	1	0	1	16	0.940036	6.37356e-08	0.0180363	0.947141	3	0.99996	0.00568624	0.921894	0.253282	9	0.767116	0.0158443	0.552869	0.122616	14	0.915656	4.32504e-06	0.246816	0.394949	69	1	2.12778e-282	1	2.1802e-257	9	0.970062	1.48457e-05	0.250386	0.51582	11	0.868393	0.000525124	0.605813	0.0482189	
10-2002	3	0.828276	0.378644	-0.541605	0.635633	34	0.803385	1.07042e-08	0.601044	0.000170608	33	0.661383	2.78267e-05	0.115843	0.52089	87	1	0	1	0	6	0.74713	0.0878301	-0.561238	0.246534	477	1	0	1	0	9	0.93564	0.000209024	0.365233	0.333778	0	0	1	0	1	0	0	1	0	1	20	0.832423	5.29549e-06	0.262638	0.263266	3	0.976989	0.136835	-0.611832	0.580866	12	0.374432	0.230472	0.111033	0.731196	10	0.926156	0.000118912	-0.250225	0.485636	57	1	9.10649e-242	1	3.53529e-217	14	0.748211	0.00208501	0.351407	0.217939	10	0.820258	0.00365338	-0.157628	0.663629	
11-2002	0	0	1	0	1	28	0.424756	0.0242578	0.623001	0.000398562	33	0.848089	4.6577e-10	0.210549	0.239549	96	1	0	1	0	5	0.956953	0.0106516	-0.561952	0.324182	394	1	0	1	0	6	0.994312	4.84462e-05	0.139348	0.792331	12	1	7.875e-100	0.166583	0.604845	0	0	1	0	1	17	0.743047	0.000631646	0.642595	0.00540366	4	0.923575	0.0764254	-0.0884274	0.911573	15	0.737423	0.00170452	-0.194915	0.486344	11	0.982503	7.07633e-08	-0.127146	0.709493	53	1	3.2516e-211	1	1.32888e-187	16	0.470096	0.0661416	0.0458628	0.866066	13	0.935509	2.66246e-06	0.41924	0.153872	
12-2002	1	-nan	-nan	-nan	-nan	32	0.589589	0.000383804	0.48216	0.00519755	20	0.208936	0.376674	0.183378	0.439	107	1	0	1	0	6	0.922456	0.00878637	-0.0407253	0.938946	452	1	0	1	0	6	0.829716	0.0410263	-0.0270711	0.959403	77	1	0	1	0	0	0	1	0	1	11	0.709396	0.0144906	0.762203	0.00639058	6	0.975506	0.000892619	-0.350468	0.495822	13	0.893685	3.8333e-05	0.0616625	0.841392	12	0.980365	2.22417e-08	0.465544	0.127202	78	1	0	1	0	11	0.942092	1.45662e-05	0.513993	0.10579	13	0.983349	1.70289e-09	0.409588	0.164566	
1-2003	0	0	1	0	1	37	0.731806	2.65671e-07	0.411553	0.0113829	52	0.879751	9.07867e-18	0.557231	1.78058e-05	122	1	0	1	0	6	0.74149	0.0916034	-0.582773	0.224802	517	1	0	1	0	6	0.923661	0.00851907	-0.00450164	0.993248	192	1	0	1	0	0	0	1	0	1	9	0.488338	0.182269	0.490793	0.179747	4	0.979406	0.020594	-0.557291	0.442709	14	0.643949	0.0129435	-0.333747	0.24355	13	0.870607	0.000107851	0.308343	0.305372	57	1	6.28332e-248	1	9.12633e-215	11	0.533269	0.0911691	-0.643524	0.0326495	20	0.970656	1.37745e-12	0.434364	0.0556583	
2-2003	3	0.997869	0.0415636	-0.845682	0.358388	36	0.815334	1.40154e-09	0.472303	0.00363208	51	0.926126	2.18436e-22	0.23045	0.103753	102	1	0	1	0	5	0.992788	0.000734404	0.247212	0.688476	543	1	0	1	0	9	0.785642	0.0120885	-0.0184048	0.962517	137	1	0	1	0	0	0	1	0	1	13	0.730189	0.00459623	0.727587	0.00481872	4	0.994158	0.00584205	0.506494	0.493506	11	0.994417	4.214e-10	0.707678	0.0148391	13	0.985114	9.22669e-10	-0.0966509	0.753443	66	1	9.37432e-289	1	9.30254e-255	12	0.496019	0.100988	-0.0562086	0.862255	12	0.992467	1.88597e-10	0.198365	0.536557	
3-2003	6	0.926221	0.00796411	0.199478	0.704752	27	0.449669	0.0186097	0.620029	0.000561333	54	0.756459	3.7043e-11	0.21997	0.109984	102	1	0	1	0	5	0.750108	0.144202	0.221207	0.720665	587	1	0	1	0	8	0.923849	0.00104192	0.0291777	0.945323	102	1	0	1	0	0	0	1	0	1	10	0.496965	0.143932	0.530053	0.115033	6	0.974079	0.000999174	-0.661136	0.152788	14	0.968536	1.3088e-08	0.0684741	0.816079	12	0.996801	2.62346e-12	-0.647715	0.0227616	90	1	0	1	0	11	0.745391	0.00846332	-0.0285534	0.933585	15	0.948142	7.6807e-08	-0.304568	0.269706	
4-2003	14	0.898404	1.27134e-05	-0.392031	0.165643	41	0.578875	7.34211e-05	0.471853	0.00184267	65	0.557018	1.44311e-06	0.344216	0.00499021	96	1	0	1	0	6	0.72265	0.104717	-0.0434127	0.934922	538	1	0	1	0	7	0.819671	0.0240058	0.198723	0.669259	69	1	0	1	2.56063e-314	0	0	1	0	1	10	0.685082	0.0288064	0.634659	0.0487015	5	0.996487	0.000249799	-0.604098	0.280591	12	0.79922	0.00181431	0.466085	0.126702	14	0.957993	7.24397e-08	-0.533439	0.0494774	90	1	0	1	0	8	0.802562	0.0165046	0.488415	0.219438	13	0.871103	0.000105701	-0.296303	0.325607	
5-2003	5	0.952377	0.012386	-0.599599	0.285165	43	0.880592	7.0389e-15	0.468281	0.00154093	60	0.607102	2.70906e-07	0.255782	0.0485468	90	1	0	1	0	6	0.742622	0.0908406	-0.568043	0.239581	585	1	0	1	0	0	0	1	0	1	43	1	3.68631e-236	1	2.06e-224	0	0	1	0	1	16	0.418963	0.106257	0.202218	0.45261	4	0.97844	0.0215599	-0.914938	0.0850624	6	0.965842	0.00173022	0.443046	0.378913	12	0.934432	8.54381e-06	-0.0426283	0.895348	57	1	1.3916e-252	1	8.44843e-222	13	0.615421	0.0251561	0.133076	0.664722	15	0.883637	1.2526e-05	-0.353095	0.196717	
6-2003	8	0.66931	0.0694675	0.379405	0.353935	49	0.920293	8.75736e-21	0.396989	0.00473895	61	0.590463	5.47819e-07	0.219075	0.0898279	87	1	0	1	0	7	0.941425	0.00154515	0.326915	0.474188	572	1	0	1	0	6	-0.157069	0.766335	0.246597	0.637602	8	1	3.32406e-33	-nan	-nan	0	0	1	0	1	25	0.538151	0.00552107	-0.332802	0.104047	5	0.982934	0.0026695	-0.390047	0.516274	11	0.995043	2.47038e-10	0.458778	0.155799	14	0.860089	7.95601e-05	-0.558225	0.0380228	65	1	5.02931e-267	1	7.78244e-231	22	0.935892	1.6215e-10	-0.0796961	0.724426	12	0.684358	0.0140932	0.570093	0.0529494	
7-2003	14	0.991664	4.75834e-12	-0.34348	0.229218	42	0.66067	1.92233e-06	0.294715	0.0581385	57	0.714965	4.17069e-10	0.224623	0.0929893	95	1	0	1	0	6	0.748951	0.086627	-0.516972	0.293625	605	1	0	1	0	5	0.969824	0.00626387	0.183438	0.767755	7	1	1.57574e-27	-nan	-nan	0	0	1	0	1	27	0.167771	0.402892	-0.590824	0.0011751	6	0.97319	0.00106856	0.447761	0.373244	14	0.682302	0.00717897	0.420712	0.134146	14	0.946038	3.17161e-07	0.300108	0.297185	88	1	0	1	0	14	0.947025	2.84504e-07	0.380469	0.179597	11	0.940833	1.60171e-05	0.396702	0.227063	
8-2003	12	0.787819	0.00234258	-0.697853	0.011619	39	0.601697	5.08563e-05	0.451206	0.00393909	57	0.777306	1.16081e-12	0.407045	0.00167615	95	1	0	1	0	6	0.911837	0.0113164	-0.859166	0.0283548	558	1	0	1	0	5	0.978815	0.00368969	-0.237259	0.700771	7	1	6.33827e-30	-3.11097e-11	1	0	0	1	0	1	27	0.570774	0.00187664	-0.503318	0.00744549	8	0.997282	5.00732e-08	0.929477	0.000831149	11	0.87665	0.000397213	0.307832	0.357095	14	0.979251	1.10163e-09	0.832091	0.000223009	87	1	0	1	0	12	0.956978	1.07975e-06	0.454364	0.137835	14	0.965225	2.36855e-08	0.0910018	0.757022	
9-2003	10	0.959512	1.11952e-05	-0.185494	0.607908	41	0.510358	0.000651933	0.532623	0.000337338	50	0.825181	1.70598e-13	0.608056	2.81808e-06	97	1	0	1	0	8	0.778213	0.0229384	0.263225	0.528778	553	1	0	1	0	6	0.989553	0.000163125	0.17512	0.740005	0	0	1	0	1	0	0	1	0	1	25	0.843017	1.22911e-07	-0.0703021	0.738434	5	0.994296	0.000516638	-0.0493127	0.937239	13	0.676872	0.0110523	0.785757	0.00145271	17	0.948767	6.63005e-09	0.567637	0.0174658	78	1	1.16105e-320	1	1.38786e-287	13	0.547282	0.0528925	0.437522	0.134877	12	0.98927	1.10003e-09	0.188968	0.556404	
10-2003	10	0.933941	7.68887e-05	-0.597122	0.0683519	30	0.570242	0.00100191	0.291298	0.118335	34	0.60493	0.000150798	0.455155	0.00683578	88	1	0	1	0	8	0.975222	3.73292e-05	0.189018	0.653943	447	1	0	1	0	7	0.991223	1.37948e-05	0.24953	0.589449	0	0	1	0	1	0	0	1	0	1	18	0.502585	0.0335284	0.0196538	0.938302	4	0.990526	0.00947398	0.241426	0.758574	12	0.448637	0.143497	0.377616	0.226214	16	0.978397	5.56188e-11	0.106031	0.695928	64	1	2.0987e-268	1	7.30879e-230	8	0.645107	0.0841137	0.391322	0.337735	11	0.978173	1.90239e-07	0.547603	0.0812062	
11-2003	5	0.907668	0.0332091	-0.419611	0.481856	32	0.51874	0.00235153	0.341576	0.055701	28	0.663891	0.000117246	0.695772	3.94362e-05	96	1	0	1	0	7	0.895295	0.00643525	0.204845	0.659494	303	1	0	1	0	6	0.995644	2.84269e-05	0.246874	0.637212	21	1	1.72711e-138	1	4.11276e-129	0	0	1	0	1	16	0.787226	0.000295306	0.558198	0.0246311	4	0.883469	0.116531	0.0716099	0.92839	13	0.820867	0.000583519	0.563605	0.0448621	11	0.98376	5.06889e-08	0.519516	0.101455	146	1	0	1	0	8	0.38942	0.340298	-0.0637203	0.880847	9	0.964833	2.59446e-05	-0.080371	0.837148	
12-2003	6	0.938643	0.0055315	0.357463	0.486644	28	0.531208	0.00362954	0.501701	0.00652675	24	0.594377	0.00219226	0.485895	0.0160742	89	1	0	1	0	5	0.874625	0.0522768	0.382002	0.525723	350	1	0	1	0	5	0.957329	0.0105132	-0.899129	0.0378702	85	1	0	1	0	0	0	1	0	1	9	0.491536	0.178989	0.138524	0.722275	4	0.57626	0.42374	-0.938915	0.0610847	8	0.351526	0.393173	-0.240755	0.565725	11	0.990543	4.49125e-09	0.26193	0.436533	108	1	0	1	0	9	0.270441	0.481546	-0.0874403	0.822999	13	0.980095	4.5164e-09	-0.365652	0.219204	
1-2004	2	1	-nan	-1	-nan	22	0.859381	3.01424e-07	0.769432	2.84058e-05	44	0.851503	2.38762e-13	0.482979	0.000897978	83	1	0	1	0	6	0.826541	0.0425226	0.0119322	0.982103	548	1	0	1	0	8	0.705477	0.0505926	-0.234567	0.576053	155	1	0	1	0	0	0	1	0	1	14	0.673495	0.00827871	0.114439	0.696868	4	0.989726	0.0102743	-0.47364	0.52636	9	0.427997	0.250462	-0.728225	0.0260967	12	0.974636	7.92295e-08	0.0310203	0.923759	88	1	0	1	0	8	0.767001	0.0263542	0.278154	0.504737	10	0.990434	3.62151e-08	-0.174433	0.629828	
2-2004	7	0.98273	7.45812e-05	-0.234054	0.61345	22	0.153122	0.496306	0.493153	0.0196942	42	0.743679	1.67425e-08	0.612233	1.64209e-05	85	1	0	1	0	7	0.853691	0.0145116	-0.366113	0.41927	577	1	0	1	0	6	0.225108	0.668042	-0.719146	0.107241	115	1	0	1	0	0	0	1	0	1	13	0.232198	0.445243	0.303692	0.313102	3	0.997225	0.0474353	-0.412616	0.72923	9	0.972167	1.15258e-05	0.0904106	0.817067	14	0.9394	6.26996e-07	0.608816	0.0208501	122	1	0	1	0	9	0.0240126	0.951106	-0.312612	0.412763	12	0.992399	1.97331e-10	0.0337793	0.916998	
3-2004	7	0.986501	4.03734e-05	-0.119564	0.79847	14	0.642252	0.013262	0.312532	0.276636	50	0.572045	1.4255e-05	0.251066	0.0786299	109	1	0	1	0	7	0.86428	0.0120986	-0.236716	0.609303	499	1	0	1	0	7	0.541526	0.209316	0.0621444	0.894704	135	1	0	1	0	0	0	1	0	1	9	0.633998	0.0667109	0.582475	0.099805	4	0.991709	0.00829079	-0.597117	0.402883	5	0.617161	0.26742	0.519659	0.36947	14	0.887934	2.23715e-05	0.553855	0.039884	118	1	0	1	0	7	0.430713	0.334692	0.201417	0.664958	12	0.966687	3.05516e-07	0.188952	0.556437	
4-2004	9	0.939146	0.00017241	-0.672722	0.0470809	26	0.713995	4.20076e-05	0.665725	0.00020581	51	0.802942	1.36286e-12	0.316376	0.0237091	107	1	0	1	0	8	0.902097	0.00217711	-0.77879	0.0227706	696	1	0	1	0	9	0.558161	0.11833	0.00850849	0.982668	65	1	0	1	1.37449e-320	0	0	1	0	1	9	0.786243	0.0119778	0.47136	0.200249	4	0.98911	0.0108901	-0.560506	0.439494	7	0.990873	1.52123e-05	0.701832	0.0787879	14	0.915943	4.24027e-06	-0.243791	0.400953	98	1	0	1	0	3	0.940755	0.220236	-0.993976	0.0699101	11	0.925733	4.35684e-05	-0.0565749	0.868773	
5-2004	4	0.973223	0.0267772	0.763273	0.236727	15	0.6984	0.00377865	0.343266	0.210344	62	0.921627	2.40107e-26	0.674576	1.83916e-09	105	1	0	1	0	8	0.825075	0.0116872	-0.288799	0.487857	763	1	0	1	0	11	0.885039	0.000292973	0.462248	0.152291	29	1	1.29937e-172	1	1.30273e-164	0	0	1	0	1	16	0.873714	9.77435e-06	0.0724114	0.789855	4	0.94175	0.0582502	-0.195138	0.804862	4	0.215822	0.784178	0.750854	0.249146	11	0.948981	8.32071e-06	0.495488	0.121185	74	1	0	1	1.00056e-299	9	0.93929	0.000171011	0.126104	0.746483	17	0.992112	6.05148e-15	0.328211	0.198389	
6-2004	9	0.996695	6.81299e-09	0.0955374	0.806847	29	0.686606	3.9079e-05	0.474547	0.00929519	60	0.919881	2.99592e-25	0.496318	5.50689e-05	89	1	0	1	0	7	0.978083	0.000134985	0.899808	0.00577856	639	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	16	0.505988	0.0455289	-0.370475	0.157788	4	0.997405	0.00259541	-0.323387	0.676613	5	0.137862	0.825026	0.732633	0.159133	10	0.950699	2.43495e-05	-0.421677	0.224841	86	1	0	1	0	11	0.832714	0.00146415	-0.30346	0.364316	17	0.990099	3.30767e-14	0.107957	0.680028	
7-2004	10	0.994245	4.76616e-09	-0.517485	0.125539	31	0.809011	3.62606e-08	0.598635	0.000374249	59	0.820908	1.71871e-15	0.482727	0.000107906	95	1	0	1	0	6	0.907688	0.0123889	0.716935	0.108848	606	1	0	1	0	5	0.939561	0.0176737	0.716431	0.173352	0	0	1	0	1	0	0	1	0	1	13	0.932098	3.51163e-06	-0.315787	0.293229	5	0.936497	0.0190258	-0.430706	0.46907	11	-0.00912871	0.978749	0.220877	0.513969	13	0.981972	2.62931e-09	0.833737	0.000397524	103	1	0	1	0	9	0.63791	0.0645292	-0.295768	0.439679	17	0.986992	2.53943e-13	0.499903	0.0410145	
8-2004	11	0.369051	0.264025	-0.823276	0.00184744	30	0.780582	3.62154e-07	0.69628	1.92759e-05	55	0.828548	5.84108e-15	0.565552	6.82137e-06	89	1	0	1	0	6	0.714842	0.110379	0.356754	0.487572	627	1	0	1	0	3	0.991774	0.0817128	0.530512	0.643999	0	0	1	0	1	0	0	1	0	1	11	0.919793	6.10551e-05	-0.568993	0.0677299	6	0.931609	0.00685606	-0.755243	0.0825276	16	0.818266	0.000106979	0.635181	0.00819694	14	0.971628	7.08455e-09	0.762712	0.00151165	123	1	0	1	0	13	0.821512	0.000572814	0.574816	0.039882	17	0.686503	0.00233801	0.473117	0.0550987	
9-2004	10	0.990255	3.90009e-08	-0.890029	0.000559233	28	0.79299	4.8604e-07	0.346537	0.0708335	51	0.924323	3.86221e-22	0.671426	6.93324e-08	90	1	0	1	0	9	0.877111	0.00189569	-0.291851	0.446046	540	1	0	1	0	3	0.998772	0.0315553	0.439776	0.710116	22	1	2.17571e-111	1	1.32499e-103	0	0	1	0	1	18	0.929771	2.38341e-08	-0.169431	0.501511	6	0.988885	0.000184641	-0.0828584	0.875997	12	0.552958	0.0622192	0.613843	0.0337387	16	0.952922	1.2131e-08	0.302352	0.255038	116	1	0	1	0	9	0.925689	0.000342313	0.251713	0.513523	16	0.950447	1.72479e-08	0.685816	0.00335765	
10-2004	5	0.978372	0.00380573	-0.135332	0.828217	33	0.731994	1.29179e-06	0.73554	1.07995e-06	49	0.655745	3.15355e-07	0.47944	0.000491218	93	1	0	1	0	10	0.912748	0.000227966	-0.445165	0.197318	529	1	0	1	0	3	0.999901	0.00894291	0.377223	0.753758	12	1	7.875e-100	-0.109488	0.734818	0	0	1	0	1	13	0.951107	5.98538e-07	0.387388	0.190943	4	0.986212	0.0137879	-0.526197	0.473803	10	0.451947	0.189757	0.810136	0.00448962	14	0.950861	1.82757e-07	0.606848	0.0213809	86	1	0	1	0	8	0.808428	0.0151481	0.0744606	0.860902	14	0.967693	1.53128e-08	0.547386	0.0427611	
11-2004	0	0	1	0	1	26	0.890884	1.06631e-09	0.782053	2.37285e-06	53	0.913835	1.32757e-21	0.711213	2.40069e-09	107	1	0	1	0	6	0.782264	0.0659521	-0.531106	0.278246	522	1	0	1	0	3	-0.298442	0.807066	0.702882	0.503793	29	1	1.72786e-178	1	4.52781e-166	0	0	1	0	1	13	0.704629	0.00716003	0.20143	0.509316	6	0.941654	0.00500709	-0.433211	0.390834	8	0.820735	0.0125352	0.82471	0.011757	16	0.963292	2.18541e-09	0.736376	0.00114213	106	1	0	1	0	9	0.096379	0.805172	0.45285	0.220932	15	0.98646	1.36366e-11	0.855006	4.87018e-05	
12-2004	0	0	1	0	1	31	0.897809	7.61495e-12	0.533928	0.00197753	55	0.942475	6.92119e-27	0.695322	3.84112e-09	95	1	0	1	0	9	0.982281	2.39639e-06	-0.290621	0.448054	466	1	0	1	0	3	0.489444	0.6744	-0.986131	0.106149	66	1	5.69164e-321	1	2.00941e-309	0	0	1	0	1	12	0.892028	9.61611e-05	-0.314324	0.319725	4	0.890681	0.109319	-0.848068	0.151932	14	0.891262	1.88093e-05	0.658901	0.010383	17	0.986976	2.56264e-13	0.742392	0.000642485	82	1	0	1	0	8	0.708704	0.0490802	-0.115351	0.785628	12	0.989986	7.79709e-10	0.908598	4.30223e-05	
1-2005	0	0	1	0	1	29	0.694764	2.89135e-05	0.558263	0.00164877	48	0.793466	1.75079e-11	0.698657	3.35533e-08	97	1	0	1	0	6	0.074972	0.887753	-0.627798	0.18202	529	1	0	1	0	6	0.232124	0.658068	-0.136121	0.79708	140	1	0	1	0	0	0	1	0	1	17	0.747077	0.000568294	0.0608719	0.816477	4	0.545006	0.454994	-0.322045	0.677955	12	0.645322	0.0234374	0.572751	0.0516035	17	0.974973	3.32018e-11	0.595095	0.0117338	88	1	0	1	0	8	0.412328	0.310042	0.00834884	0.984347	13	0.992496	2.16228e-11	0.387121	0.191275	
2-2005	1	-nan	-nan	-nan	-nan	21	0.892099	5.57169e-08	0.588852	0.0049777	46	0.850969	6.90502e-14	0.52106	0.000204999	93	1	0	1	0	5	0.295758	0.628994	0.194031	0.754511	494	1	0	1	0	4	0.225829	0.774171	-0.255114	0.744886	82	1	0	1	0	0	0	1	0	1	7	0.0643817	0.890929	0.69483	0.0831472	4	0.921331	0.0786694	-0.93535	0.0646499	9	0.989795	3.49999e-07	0.605515	0.083989	12	0.95973	7.79467e-07	0.534369	0.0734863	129	1	0	1	0	8	0.818117	0.013065	-0.472854	0.236691	15	0.993549	1.11979e-13	0.614343	0.0148219	
3-2005	8	0.969063	7.23183e-05	-0.560558	0.148375	28	0.264492	0.173793	0.40875	0.0308008	48	0.784215	4.30553e-11	0.325195	0.0241133	105	1	0	1	0	8	0.971558	5.63008e-05	0.0731918	0.863255	517	1	0	1	0	5	0.233373	0.70558	-0.890435	0.0428126	89	1	0	1	0	0	0	1	0	1	9	0.396575	0.290636	0.812585	0.00777059	4	0.998352	0.0016485	-0.964019	0.035981	10	0.971406	2.82562e-06	-0.0162949	0.964364	12	0.827625	0.000890433	0.441534	0.150725	124	1	0	1	0	10	0.859714	0.00142554	0.365589	0.298863	16	0.953588	1.09987e-08	0.24628	0.357842	
4-2005	10	0.955483	1.6281e-05	-0.88964	0.000566914	24	0.630076	0.000967403	0.771724	1.00501e-05	49	0.868057	6.74443e-16	0.48996	0.000352431	89	1	0	1	0	6	0.988879	0.000184838	-0.209841	0.689858	627	1	0	1	0	5	0.453988	0.442485	-0.323702	0.595165	36	1	1.40116e-167	1	1.99995e-158	0	0	1	0	1	11	0.256219	0.446959	0.359604	0.277386	3	0.999167	0.0259815	0.451386	0.701859	4	0.947657	0.0523434	-0.116709	0.883291	14	0.872868	4.60962e-05	0.190266	0.514704	141	1	0	1	0	7	0.993341	6.92609e-06	0.814724	0.0256141	15	0.847505	6.6324e-05	0.249939	0.368967	
5-2005	4	0.850098	0.149902	0.96565	0.0343498	29	0.79787	2.17456e-07	0.607065	0.000479679	67	0.961696	2.99488e-38	0.687493	1.31184e-10	83	1	0	1	0	7	0.980513	0.000100758	-0.347274	0.445347	665	1	0	1	0	6	0.527607	0.282025	0.213188	0.685062	44	1	2.5993e-258	1	5.66324e-246	0	0	1	0	1	13	0.392909	0.18415	0.339585	0.256305	4	0.995854	0.00414623	0.557871	0.442129	9	0.866043	0.0025349	0.465947	0.206181	10	0.92163	0.000150016	-0.901511	0.000364975	137	1	0	1	0	12	0.876972	0.000179921	0.391878	0.207723	15	0.9801	1.64116e-10	-0.619163	0.0138441	
6-2005	7	0.986553	3.99866e-05	0.310355	0.498129	38	0.777671	9.24771e-09	0.407914	0.0110155	64	0.91487	4.1699e-26	0.702114	1.01637e-10	99	1	0	1	0	6	0.997651	8.27283e-06	0.711467	0.112866	718	1	0	1	0	5	0.582522	0.302703	0.648952	0.23609	0	0	1	0	1	0	0	1	0	1	16	0.562934	0.0231867	-0.395021	0.129953	6	0.987687	0.00022648	-0.976098	0.000850125	11	0.978024	1.9609e-07	0.227409	0.501273	14	0.780003	0.000999878	-0.487633	0.0769317	135	1	0	1	0	11	0.853563	0.000830247	-0.154961	0.649146	15	0.893917	7.04441e-06	-0.534897	0.0399273	
7-2005	11	0.957778	3.5963e-06	-0.373825	0.257414	42	0.674504	9.68738e-07	0.219495	0.162516	61	0.91239	1.46206e-24	0.571643	1.49497e-06	87	1	0	1	0	6	0.967046	0.00161104	0.191916	0.71566	639	1	0	1	0	3	0.989622	0.0917954	0.556833	0.624032	0	0	1	0	1	0	0	1	0	1	17	0.845194	1.94396e-05	-0.461128	0.0624568	5	0.923606	0.0250543	-0.839969	0.0749774	13	0.544738	0.0542305	0.148514	0.628229	15	0.863315	3.38887e-05	0.545207	0.0355594	133	1	0	1	0	9	0.961823	3.44835e-05	0.254097	0.509406	16	0.858734	2.05502e-05	0.057271	0.833142	
